family	allmb_name	gbif_species_key	num_occurrences	crop_state	myco_state	woody_state
Brassicaceae	Streptanthus_tortuosus	3041559	1423			non-woody
Brassicaceae	Erysimum_crepidifolium	3048522	1446			non-woody
Brassicaceae	Harmsiodoxa_blennodioides	3041953	1534			non-woody
Brassicaceae	Physaria_fendleri	3049236	1534			derived
Brassicaceae	Fibigia_clypeata	3051652	1638			non-woody
Brassicaceae	Alyssum_desertorum	3044743	2175			non-woody
Brassicaceae	Stanleya_pinnata	5373733	2224			derived
Brassicaceae	Matthiola_longipetala	5377395	2408			non-woody
Brassicaceae	Cochlearia_groenlandica	5373235	2696		neither	
Brassicaceae	Chorispora_tenella	3044349	2813			non-woody
Brassicaceae	Boechera_stricta	3043392	3200			non-woody
Brassicaceae	Iberis_sempervirens	5551241	3275			derived
Brassicaceae	Thysanocarpus_curvipes	3051417	3376			non-woody
Brassicaceae	Matthiola_incana	5377378	3452			derived
Brassicaceae	Lepidium_phlebopetalum	5376550	3483			derived
Brassicaceae	Alyssum_serpyllifolium	3044979	3652			derived
Brassicaceae	Hormathophylla_spinosa	3050712	3702			derived
Brassicaceae	Aurinia_saxatilis	5377778	3892			derived
Brassicaceae	Iberis_saxatilis	5377289	3983			derived
Brassicaceae	Aethionema_saxatile	3051094	4026			derived
Brassicaceae	Moricandia_arvensis	5376035	5023			derived
Brassicaceae	Descurainia_pinnata	3044133	6115			non-woody
Brassicaceae	Matthiola_fruticulosa	5377429	7123			derived
Brassicaceae	Iberis_amara	5377163	8657			non-woody
Brassicaceae	Alyssum_montanum	3044912	8830			derived
Brassicaceae	Erucastrum_nasturtiifolium	5375555	10979			non-woody
Brassicaceae	Kernera_saxatilis_subsp._boissieri	5374828	12429			non-woody
Brassicaceae	Eruca_vesicaria_subsp._sativa	5375920	12730			non-woody
Brassicaceae	Crambe_maritima	5373533	13358			non-woody
Brassicaceae	Rorippa_islandica	3053144	13887		arbuscular	
Brassicaceae	Draba_aizoides	3049799	16005			non-woody
Brassicaceae	Sisymbrium_irio	3046851	19095		arbuscular	
Brassicaceae	Carrichtera_annua	5375285	20245			non-woody
Brassicaceae	Lepidium_ruderale	5376616	24094		neither	
Brassicaceae	Sisymbrium_altissimum	3046736	24438		neither	
Brassicaceae	Lobularia_maritima	5373358	24980			non-woody
Brassicaceae	Lepidium_virginicum	5376648	29225			non-woody
Brassicaceae	Arabidopsis_arenosa	3052509	29984		arbuscular	
Brassicaceae	Noccaea_caerulescens	3045463	30528		arbuscular	
Brassicaceae	Lepidium_squamatum	5376627	32261			non-woody
Brassicaceae	Brassica_oleracea	3042845	33058			derived
Brassicaceae	Lepidium_draba	5376961	34566		neither	
Brassicaceae	Thlaspi_perfoliatum	3050631	36583		neither	
Brassicaceae	Lepidium_didymum	5377060	37029		arbuscular	non-woody
Brassicaceae	Cochlearia_danica	5373254	38064		arbuscular	
Brassicaceae	Berteroa_incana	3053522	39710			non-woody
Brassicaceae	Alyssum_alyssoides	3044855	40836			non-woody
Brassicaceae	Brassica_rapa_subsp._oleifera	7903057	49984			non-woody
Brassicaceae	Arabis_hirsuta	9202524	63439			non-woody
Brassicaceae	Erysimum_cheiranthoides	3048266	67021			non-woody
Brassicaceae	Rorippa_palustris	3053168	102352		neither	
Brassicaceae	Arabidopsis_thaliana	3052436	130903		neither	
Brassicaceae	Thlaspi_arvense	3047598	202691			non-woody
Brassicaceae	Alliaria_petiolata	5376075	208120			non-woody
Brassicaceae	Cardamine_dentata	7972010	364293		neither	non-woody
Bromeliaceae	Fernseea_itatiaiae	2693674	106		arbuscular	
Bromeliaceae	Deuterocohnia_longipetala	2699405	301		neither	
Bromeliaceae	Hechtia_podantha	2698721	497		arbuscular	
Bromeliaceae	Ananas_comosus	5288819	11235		arbuscular	
Bruniaceae	Berzelia_lanuginosa	5643057	1240		arbuscular	
Buxaceae	Styloceras_laurifolium	5635350	273		arbuscular	
Campanulaceae	Musschia_aurea	3164483	123			derived
Campanulaceae	Wahlenbergia_thunbergiana	5413609	123			derived
Campanulaceae	Heterochaenia_ensifolia	3166106	254			derived
Campanulaceae	Campanula_fragilis	5410186	280		arbuscular	
Campanulaceae	Clermontia_kakeana	5407709	342			derived
Campanulaceae	Asyneuma_canescens	3168201	394		arbuscular	
Campanulaceae	Codonopsis_clematidea	8569825	467		arbuscular	
Campanulaceae	Lobelia_gibberoa	5408376	478			derived
Campanulaceae	Burmeistera_cyclostigmata	3161658	786			derived
Campanulaceae	Adenophora_liliifolia	5409500	1539		arbuscular	
Campanulaceae	Azorina_vidalii	3166266	1562			derived
Campanulaceae	Campanula_lasiocarpa	5411731	1912		arbuscular	
Campanulaceae	Campanula_hohenackeri	5410717	2263		neither	
Campanulaceae	Pratia_angulata	3160243	3296			ancestral
Campanulaceae	Lobelia_laxiflora	5408996	3510			derived
Campanulaceae	Phyteuma_hemisphaericum	3166609	11618		neither	
Campanulaceae	Wahlenbergia_hederacea	9612996	15097			non-woody
Campanulaceae	Campanula_scheuchzeri	5410226	22548		both	
Campanulaceae	Lobelia_dortmanna	5408512	24292		arbuscular	non-woody
Campanulaceae	Phyteuma_orbiculare	3166655	42048		arbuscular	
Campanulaceae	Campanula_rapunculoides	5410436	54140		arbuscular	
Campanulaceae	Campanula_patula	5410564	77588		arbuscular	
Campanulaceae	Wahlenbergia_cinerea	5410907	297736			derived
Cannabaceae	Trema_micrantha	7141666	12198		arbuscular	
Capparaceae	Boscia_oleoides	5602447	162		neither	
Capparaceae	Maerua_filiformis	3871641	211		neither	
Capparaceae	Atamisquea_emarginata	7717320	216		arbuscular	
Capparaceae	Boscia_angustifolia	5602553	876		arbuscular	
Capparaceae	Maerua_angolensis	7273321	1921		arbuscular	
Capparaceae	Cynophalla_flexuosa	3873525	3650		neither	
Caprifoliaceae	Valeriana_tomentosa	4094856	131			derived
Caprifoliaceae	Valeriana_decussata	7834110	155			derived
Caprifoliaceae	Valeriana_nivalis	4094911	156			non-woody
Caprifoliaceae	Valeriana_polystachya	7298904	188			non-woody
Caprifoliaceae	Lonicera_nummulariifolia	7272754	273		arbuscular	
Caprifoliaceae	Pterocephalus_perennis	8320238	302			derived
Caprifoliaceae	Valeriana_rigida	4094868	321			derived
Caprifoliaceae	Pterocephalus_spathulatus	8336328	425			derived
Caprifoliaceae	Patrinia_sibirica	5668821	449		arbuscular	
Caprifoliaceae	Lonicera_microphylla	5598646	494		arbuscular	
Caprifoliaceae	Lonicera_webbiana	7272607	579		neither	
Caprifoliaceae	Valeriana_clematitis	4095577	685			derived
Caprifoliaceae	Pterocephalus_plumosus	5671497	878			non-woody
Caprifoliaceae	Lonicera_hispida	7272731	933		arbuscular	
Caprifoliaceae	Valeriana_pilosa	8083409	1409			non-woody
Caprifoliaceae	Valeriana_microphylla	4095247	1546			derived
Caprifoliaceae	Weigela_subsessilis	3856121	2156		arbuscular	
Caprifoliaceae	Weigela_florida	2888730	3232		neither	
Caprifoliaceae	Lonicera_caprifolium	5334227	6724		arbuscular	
Caprifoliaceae	Lonicera_caerulea_var._pallasii	5334269	9376		neither	
Caprifoliaceae	Lonicera_japonica	5334240	19632		arbuscular	
Caprifoliaceae	Lonicera_implexa	9558260	21488		arbuscular	
Caprifoliaceae	Lonicera_etrusca	5334247	23385		neither	
Caprifoliaceae	Valerianella_locusta	2888778	59587		arbuscular	
Caprifoliaceae	Linnaea_borealis	5334220	66026		arbuscular	
Caprifoliaceae	Valeriana_dioica	2888762	74994		neither	
Caprifoliaceae	Succisa_pratensis	2888811	229755		arbuscular	
Caprifoliaceae	Valeriana_officinalis	2888763	257626			non-woody
Caprifoliaceae	Lonicera_periclymenum	5334277	294808		arbuscular	
Caricaceae	Carica_papaya	2874484	5960		arbuscular	
Caryophyllaceae	Schiedea_ligustrina	5384436	146			derived
Caryophyllaceae	Acanthophyllum_laxiflorum	5586029	151			derived
Caryophyllaceae	Dianthus_serrulatus	7540866	191			ancestral
Caryophyllaceae	Silene_fruticosa	8281741	242			derived
Caryophyllaceae	Silene_antirrhina	5384747	4385			non-woody
Caryophyllaceae	Paronychia_argentea	5528747	11889		ecto	
Caryophyllaceae	Honckenya_peploides	3085776	26844			non-woody
Caryophyllaceae	Dianthus_deltoides	3085424	72251			non-woody
Caryophyllaceae	Silene_nutans	5384781	89424			non-woody
Caryophyllaceae	Silene_flos-cuculi	5384738	288162		neither	non-woody
Celastraceae	Euonymus_maackii	7265494	1162		neither	
Celastraceae	Gymnosporia_senegalensis	3793847	5669		arbuscular	
Chenopodiaceae	Suaeda_physophora	3756467	102			ancestral
Chenopodiaceae	Caroxylon_cyclophyllum	3759615	138			derived
Chenopodiaceae	Petrosimonia_brachiata	3757746	140			non-woody
Chenopodiaceae	Atriplex_amnicola	3756750	174			ancestral
Chenopodiaceae	Caroxylon_dendroides	9626002	204			ancestral
Chenopodiaceae	Chenolea_diffusa	5568277	228			derived
Chenopodiaceae	Halimione_verrucifera	3758871	278			derived
Chenopodiaceae	Neokochia_americana	5835727	298			derived
Chenopodiaceae	Blitum_californicum	5568959	538			derived
Chenopodiaceae	Allenrolfea_occidentalis	3083574	904			derived
Chenopodiaceae	Grayia_spinosa	5383933	1091			derived
Chenopodiaceae	Maireana_oppositifolia	3755638	1147			derived
Chenopodiaceae	Malacocera_tricornis	3760559	1149			derived
Chenopodiaceae	Maireana_coronata	3755931	1218			non-woody
Chenopodiaceae	Suaeda_nigra	3083536	1224			non-woody
Chenopodiaceae	Bassia_laniflora	5568188	1541			non-woody
Chenopodiaceae	Dissocarpus_biflorus	7339912	1559			non-woody
Chenopodiaceae	Anabasis_articulata	5568629	2092			derived
Chenopodiaceae	Chenopodium_auricomum	3757177	2167			derived
Chenopodiaceae	Atriplex_cinerea	6035692	2306			derived
Chenopodiaceae	Atriplex_glauca	7501008	2410			derived
Chenopodiaceae	Tecticornia_indica_subsp._leiostachya	7340130	2933			ancestral
Chenopodiaceae	Krascheninnikovia_ceratoides	3083570	3202			derived
Chenopodiaceae	Camphorosma_lessingii	6035827	3323			derived
Chenopodiaceae	Suaeda_australis	3757896	3513			ancestral
Chenopodiaceae	Maireana_sclerolaenoides	3760802	3649			ancestral
Chenopodiaceae	Caroxylon_vermiculatum	9465030	3787			derived
Chenopodiaceae	Halimione_pedunculata	3755818	4109			non-woody
Chenopodiaceae	Maireana_sedifolia	3760771	5081			derived
Chenopodiaceae	Chenopodium_parabolicum	7719079	5896			derived
Chenopodiaceae	Sclerolaena_obliquicuspis	7879268	6029			derived
Chenopodiaceae	Sarcocornia_fruticosa	5567884	6356			derived
Chenopodiaceae	Atriplex_stipitata	3759563	6484			derived
Chenopodiaceae	Suaeda_vera	6035538	7099			derived
Chenopodiaceae	Atriplex_halimus	3083718	8350			derived
Chenopodiaceae	Bassia_scoparia	5383936	8629			ancestral
Chenopodiaceae	Atriplex_semibaccata	3083667	10639			non-woody
Chenopodiaceae	Maireana_brevifolia	3756029	12312			derived
Chenopodiaceae	Sclerolaena_diacantha	8199472	12940			ancestral
Chenopodiaceae	Atriplex_littoralis	3083696	20902			ancestral
Chenopodiaceae	Salsola_tragus	7547827	21823			non-woody
Chenopodiaceae	Salicornia_europaea	5383956	23479			non-woody
Chenopodiaceae	Chenopodium_nutans	7750992	25839			ancestral
Chenopodiaceae	Halimione_portulacoides	3083765	27849			derived
Chenopodiaceae	Salsola_genistoides	3759567	29132			ancestral
Chenopodiaceae	Enchylaena_tomentosa	6447669	29978			ancestral
Chenopodiaceae	Blitum_bonus-henricus	8044896	30098			derived
Chenopodiaceae	Suaeda_maritima	3083541	39864			non-woody
Chenopodiaceae	Beta_vulgaris	8971274	103370		arbuscular	
Chenopodiaceae	Atriplex_prostrata	3083786	124142			non-woody
Chenopodiaceae	Chenopodium_album	3083838	222830			non-woody
Chloranthaceae	Ascarina_lucida	3750413	3210		arbuscular	
Cistaceae	Helianthemum_oelandicum	7331276	19513		both	
Cistaceae	Cistus_ladanifer_subsp._sulcatus	6437976	557043		ecto	
Cleomaceae	Andinocleome_lechleri	7544780	144			derived
Cleomaceae	Cleome_anomala	3871537	342			derived
Cleomaceae	Cleome_viridiflora	3873199	465			derived
Cleomaceae	Andinocleome_pilosa	7499107	513			non-woody
Cleomaceae	Cleomella_serrulata	8145885	1858			non-woody
Cleomaceae	Cleomella_arborea	7893492	2547			derived
Cleomaceae	Cleome_rutidosperma	9778787	2661			non-woody
Clethraceae	Clethra_barbinervis	3718199	3759		arbuscular	
Colchicaceae	Colchicum_autumnale	2739622	68076		arbuscular	
Combretaceae	Anogeissus_leiocarpa	3698332	8848		arbuscular	
Commelinaceae	Amischotolype_hispida	2764969	503		arbuscular	
Commelinaceae	Tradescantia_zebrina	2765359	1835		neither	
Convolvulaceae	Ipomoea_ancisa	8125492	149			derived
Convolvulaceae	Convolvulus_canariensis	3681333	244			derived
Convolvulaceae	Lepistemon_owariensis	7873674	277			non-woody
Convolvulaceae	Turbina_oblongata	5548802	314			non-woody
Convolvulaceae	Convolvulus_floridus	7943397	526			derived
Convolvulaceae	Ipomoea_arborescens	7324166	570			derived
Convolvulaceae	Argyreia_nervosa	2928692	586			derived
Convolvulaceae	Stictocardia_tiliifolia	3677765	960			derived
Convolvulaceae	Convolvulus_dorycnium	7815993	1166			derived
Convolvulaceae	Convolvulus_siculus	3678083	2100			non-woody
Convolvulaceae	Turbina_corymbosa	5341706	2255			derived
Convolvulaceae	Ipomoea_trifida	4267463	2642	progenitor		
Convolvulaceae	Ipomoea_carnea_subsp._fistulosa	2928590	3549			derived
Convolvulaceae	Convolvulus_lanuginosus	7532470	5784			ancestral
Convolvulaceae	Ipomoea_batatas	2928551	31110			non-woody
Convolvulaceae	Convolvulus_arvensis	2928390	232524			non-woody
Coriariaceae	Coriaria_ruscifolia	3701768	1763		neither	
Cornaceae	Cornus_suecica	3082246	37166		arbuscular	
Crassulaceae	Crassula_deceptor	5688947	109			ancestral
Crassulaceae	Kalanchoe_synsepala	4198436	134			derived
Crassulaceae	Aeonium_decorum	7334101	167		arbuscular	
Crassulaceae	Crassula_arborescens	7334487	183			derived
Crassulaceae	Kalanchoe_blossfeldiana	2985944	218			ancestral
Crassulaceae	Kalanchoe_beharensis	4200862	223		neither	derived
Crassulaceae	Crassula_schimperi_subsp._schimperi	7334642	286		arbuscular	
Crassulaceae	Sedum_praealtum	5362012	301			derived
Crassulaceae	Kalanchoe_laciniata	2985933	335			derived
Crassulaceae	Crassula_sarcocaulis_subsp._rupicola	7172895	431			ancestral
Crassulaceae	Crassula_rupestris	7557934	445		arbuscular	derived
Crassulaceae	Aichryson_laxum	7334818	466			non-woody
Crassulaceae	Crassula_perfoliata_var._minor	7172987	474		neither	derived
Crassulaceae	Crassula_tetragona	7172747	592			derived
Crassulaceae	Sedum_moranense	5362028	614			derived
Crassulaceae	Aeonium_korneliuslemsii	2985682	1019			derived
Crassulaceae	Kalanchoe_crenata	6441622	1026			derived
Crassulaceae	Cotyledon_orbiculata	5361969	1861			derived
Crassulaceae	Sedum_sarmentosum	5362004	2484		arbuscular	
Crassulaceae	Phedimus_hybridus	4201668	2511		arbuscular	
Crassulaceae	Kalanchoe_delagoensis	2985940	2848		arbuscular	non-woody
Crassulaceae	Bryophyllum_pinnatum	2985930	3404			non-woody
Crassulaceae	Crassula_aquatica	7565449	4936		neither	non-woody
Crassulaceae	Sedum_alpestre	7334006	5966		neither	
Crassulaceae	Crassula_sieberiana	5362057	14565			non-woody
Crassulaceae	Sedum_anglicum	5687974	19894			non-woody
Crassulaceae	Phedimus_spurius	4201607	21570		neither	
Crassulaceae	Sedum_album	5362008	103540		neither	
Crassulaceae	Sedum_acre	5362007	153241			non-woody
Cucurbitaceae	Corallocarpus_bainesii	3623632	141			non-woody
Cucurbitaceae	Calycophysum_pedunculatum	7317788	150			non-woody
Cucurbitaceae	Ibervillea_sonorae	7317774	276			ancestral
Cucurbitaceae	Doyerea_emetocathartica	2874552	305			derived
Cucurbitaceae	Gurania_eriantha	3623682	680			ancestral
Cucurbitaceae	Cucurbita_pepo_subsp._fraterna	8860489	748	progenitor		
Cucurbitaceae	Coccinia_adoensis	3624807	912			non-woody
Cucurbitaceae	Psiguria_triphylla	3624442	953			derived
Cucurbitaceae	Cucurbita_ficifolia	2874512	1523	undifferentiated		
Cucurbitaceae	Solena_heterophylla	5536848	1544			non-woody
Cucurbitaceae	Psiguria_bignoniacea	3624043	1722			non-woody
Cucurbitaceae	Cucurbita_argyrosperma_subsp._sororia	7156471	2154	progenitor		
Cucurbitaceae	Coccinia_grandis	2874564	2342			derived
Cucurbitaceae	Sicyos_angulatus	2874655	2948			non-woody
Cucurbitaceae	Cucumis_myriocarpus	7885624	3636			non-woody
Cucurbitaceae	Cucurbita_maxima_subsp._andreana	7655426	9035	progenitor		
Cucurbitaceae	Cucurbita_moschata	7393329	9912	undifferentiated		
Cucurbitaceae	Bryonia_dioica	6422396	61712		arbuscular	
Cupressaceae	Juniperus_oxycedrus	2684451	126809		arbuscular	
Cyclanthaceae	Evodianthus_funifer	2861089	1615		neither	
Cyperaceae	Lipocarpha_mexicana	9267096	103		arbuscular	
Cyperaceae	Carex_enervis	2729929	146		neither	
Cyperaceae	Oreobolus_furcatus	2711912	203		arbuscular	
Cyperaceae	Carex_speciosa	2723697	227		arbuscular	
Cyperaceae	Mesomelaena_pseudostygia	5291372	234		neither	
Cyperaceae	Machaerina_angustifolia	5291145	273		neither	
Cyperaceae	Fimbristylis_eragrostis	2709044	280		arbuscular	
Cyperaceae	Lagenocarpus_guianensis	5292972	338		arbuscular	
Cyperaceae	Caustis_dioica	2718179	419		neither	
Cyperaceae	Machaerina_mariscoides	5291112	427		arbuscular	
Cyperaceae	Carex_baccans	2727853	1056		arbuscular	
Cyperaceae	Bulbostylis_capillaris	7771445	1131		neither	
Cyperaceae	Carex_bicknellii	2725637	1193		arbuscular	
Cyperaceae	Isolepis_aucklandica	2713042	1269		neither	
Cyperaceae	Eleocharis_acutangula_subsp._breviseta	2716800	1676		arbuscular	
Cyperaceae	Schoenoplectiella_supina	2710765	1706		arbuscular	
Cyperaceae	Bulbostylis_densa	5292267	2256		arbuscular	
Cyperaceae	Cyperus_microiria	2715429	2448		neither	
Cyperaceae	Bolboschoenus_fluviatilis	7953794	2544		arbuscular	
Cyperaceae	Carex_cristatella	2725051	2630		arbuscular	
Cyperaceae	Eleocharis_dulcis	2717712	2917		arbuscular	
Cyperaceae	Schoenoplectiella_juncoides	2710716	2940		neither	
Cyperaceae	Cyperus_capitatus	2714938	3030		neither	
Cyperaceae	Tetraria_capillaris	2718441	3060		arbuscular	
Cyperaceae	Eleocharis_erythropoda	2717342	3193		neither	
Cyperaceae	Rhynchospora_cephalotes	2721655	3239		arbuscular	
Cyperaceae	Scirpus_atrovirens	2720120	3462		arbuscular	
Cyperaceae	Carex_cephalophora	2724783	3817		arbuscular	
Cyperaceae	Cyperus_surinamensis	2715295	4009		arbuscular	
Cyperaceae	Cyperus_ligularis	2715068	4280		arbuscular	
Cyperaceae	Fimbristylis_miliacea	2709171	4373		arbuscular	
Cyperaceae	Carex_pensylvanica	2724855	4422		arbuscular	
Cyperaceae	Scleria_gaertneri	6311944	4725		arbuscular	
Cyperaceae	Carex_lupulina	2727232	5407		neither	
Cyperaceae	Caustis_flexuosa	2718189	5495		arbuscular	
Cyperaceae	Cyperus_luzulae	2714679	5519		neither	
Cyperaceae	Cyperus_laevigatus	2713559	5664		arbuscular	
Cyperaceae	Scirpus_cyperinus	2720171	6036		arbuscular	
Cyperaceae	Rhynchospora_corymbosa	2721495	6209		arbuscular	
Cyperaceae	Cyperus_strigosus	2716719	6377		arbuscular	
Cyperaceae	Carex_blanda	2728993	6587		arbuscular	
Cyperaceae	Carex_lurida	2722529	6736		arbuscular	
Cyperaceae	Pycreus_flavescens	2730906	7354		arbuscular	
Cyperaceae	Carex_stipata	2725605	7370		arbuscular	
Cyperaceae	Schoenoplectus_pungens_var._badius	2711190	7746		arbuscular	
Cyperaceae	Cyperus_iria	2715729	8807		arbuscular	
Cyperaceae	Ficinia_nodosa	2711622	8994		arbuscular	
Cyperaceae	Blysmopsis_rufa	2710633	9492		arbuscular	
Cyperaceae	Carex_vulpinoidea	2728060	10330		arbuscular	
Cyperaceae	Eleocharis_acuta	2716961	11168		arbuscular	
Cyperaceae	Cyperus_polystachyos	2730407	11865		arbuscular	
Cyperaceae	Cyperus_odoratus	2715219	12875		arbuscular	
Cyperaceae	Cyperus_esculentus	2716226	14875		neither	
Cyperaceae	Blysmus_compressus	2710650	15912		neither	
Cyperaceae	Cyperus_fuscus	2716489	19706		neither	
Cyperaceae	Cladium_jamaicense	2731327	26123		arbuscular	
Cyperaceae	Fimbristylis_dichotoma	2708808	27254		neither	
Cyperaceae	Carex_divulsa	2722914	28442		arbuscular	
Cyperaceae	Carex_aquatilis	2724150	35480		neither	
Cyperaceae	Eleocharis_uniglumis	2717910	37441		neither	
Cyperaceae	Carex_brunnescens	2728226	39353		arbuscular	
Cyperaceae	Carex_halleriana	2723055	42644		neither	
Cyperaceae	Carex_sempervirens	2722326	46055		arbuscular	
Cyperaceae	Carex_vaginata	2725816	49072		neither	
Cyperaceae	Carex_spicata	2722210	50040		neither	
Cyperaceae	Rhynchospora_alba	2721119	51631		neither	
Cyperaceae	Schoenoplectus_lacustris	2710941	71066		neither	
Cyperaceae	Carex_caryophyllea	2727655	80464		neither	
Cyperaceae	Carex_canescens	2722942	120461		neither	
Cyperaceae	Carex_pilulifera	2726614	148587		neither	
Cyperaceae	Carex_sylvatica	2722602	158961		neither	
Cyperaceae	Scirpus_sylvaticus	2720080	166018		neither	
Cyperaceae	Eleocharis_palustris	2717002	177465		arbuscular	
Cyperaceae	Carex_rostrata	2726725	181086		neither	
Cyperaceae	Carex_nigra	2724925	297086		arbuscular	
Diapensiaceae	Diapensia_lapponica	5333323	8765		neither	
Dilleniaceae	Curatella_americana	7304064	3882		arbuscular	
Dioscoreaceae	Dioscorea_abyssinica	2754610	486	progenitor		
Dioscoreaceae	Dioscorea_persimilis	2754651	711	progenitor		
Dioscoreaceae	Dioscorea_minutiflora	2755468	758	progenitor		
Dioscoreaceae	Dioscorea_trifida	2755239	892	undifferentiated		
Dioscoreaceae	Dioscorea_esculenta	2755195	1037	undifferentiated		
Dioscoreaceae	Dioscorea_polystachya	2754732	1104	undifferentiated		
Dioscoreaceae	Dioscorea_praehensilis	2754460	1501	progenitor		
Dioscoreaceae	Dioscorea_dumetorum	2754673	2047	undifferentiated		
Dioscoreaceae	Dioscorea_bulbifera	2755489	7895	undifferentiated		
Dioscoreaceae	Dioscorea_communis	2755063	83263		arbuscular	
Dipentodontaceae	Perrottetia_longistylis	7688073	521		arbuscular	
Ehretiaceae	Ehretia_cortesia	4059927	179			non-woody
Ehretiaceae	Tiquilia_greggii	8544519	483			derived
Ehretiaceae	Halgania_cyanea	7294436	4340			ancestral
Elaeagnaceae	Shepherdia_canadensis	5372427	5013		arbuscular	
Elaeagnaceae	Elaeagnus_umbellata	7752288	10896		neither	
Ericaceae	Enkianthus_quinqueflorus	7328257	280		arbuscular	
Ericaceae	Monotropastrum_humile	4168795	1029		neither	
Ericaceae	Leucopogon_juniperinus	4010136	4781		arbuscular	
Ericaceae	Epacris_microphylla_var._microphylla	7908557	5458		arbuscular	
Ericaceae	Monotropa_uniflora	2888353	9974		neither	
Ericaceae	Astroloma_humifusum	7288486	18236		neither	
Ericaceae	Epacris_impressa	8377116	22255		neither	
Ericaceae	Monotropa_hypopitys	2888342	36754		both	
Ericaceae	Pyrola_minor	2888272	67560		ecto	
Ericaceae	Arctostaphylos_uva-ursi	2882580	70805		ecto	
Ericaceae	Calluna_vulgaris	2882482	483866		neither	
Escalloniaceae	Escallonia_myrtilloides	8376201	2282		arbuscular	
Euphorbiaceae	Euphorbia_crotonoides	3065947	103			non-woody
Euphorbiaceae	Euphorbia_usambarica	3064520	110			ancestral
Euphorbiaceae	Euphorbia_villosa	8656882	188			non-woody
Euphorbiaceae	Euphorbia_cooperi	3069097	226			ancestral
Euphorbiaceae	Euphorbia_aphylla	3069165	255			derived
Euphorbiaceae	Euphorbia_cuneata	3065338	276			ancestral
Euphorbiaceae	Euphorbia_multiformis_var._microphylla	3065531	422			derived
Euphorbiaceae	Euphorbia_misera	3066035	598			derived
Euphorbiaceae	Euphorbia_mauritanica	7926635	785			non-woody
Euphorbiaceae	Euphorbia_atoto	3065495	985			ancestral
Euphorbiaceae	Euphorbia_milii	3067157	998			derived
Euphorbiaceae	Euphorbia_celastroides	3069979	1170			derived
Euphorbiaceae	Euphorbia_schlechtendalii	3068012	1295			ancestral
Euphorbiaceae	Euphorbia_balsamifera	3069871	1383			derived
Euphorbiaceae	Euphorbia_stygiana	3069679	1898			derived
Euphorbiaceae	Euphorbia_hyberna	3066567	6076			ancestral
Euphorbiaceae	Euphorbia_palustris	3064056	11281			non-woody
Euphorbiaceae	Euphorbia_hirta	3068937	15620			non-woody
Euphorbiaceae	Euphorbia_maculata	3067119	18305			non-woody
Euphorbiaceae	Manihot_esculenta_subsp._flabellifolia	3060998	89997	progenitor		
Euphorbiaceae	Euphorbia_cyparissias	3070106	165665			non-woody
Fabaceae	Arachis_ipaensis	5353793	38	progenitor		
Fabaceae	Oxytropis_savellanica	5361594	103		arbuscular	
Fabaceae	Archidendron_turgidum	2941467	106		arbuscular	
Fabaceae	Onobrychis_biebersteinii	2972825	106		neither	
Fabaceae	Astragalus_alopecias	5344165	109		arbuscular	
Fabaceae	Canavalia_acuminata	2962165	113		neither	
Fabaceae	Vouacapoua_pallidior	2940385	119		arbuscular	
Fabaceae	Oxytropis_aciphylla	5360999	121			derived
Fabaceae	Ammodendron_bifolium	2971159	125		arbuscular	
Fabaceae	Acacia_hylonoma	2979401	131		ecto	
Fabaceae	Microberlinia_brazzavillensis	2941147	137		ecto	
Fabaceae	Fissicalyx_fendleri	2943740	148		neither	
Fabaceae	Corethrodendron_multijugum	2961023	150			derived
Fabaceae	Albizia_myriophylla	2973009	164		neither	
Fabaceae	Lessertia_benguellensis	5360027	164			ancestral
Fabaceae	Pachyelasma_tessmannii	2944797	170		arbuscular	
Fabaceae	Hedysarum_tanguticum	2961112	173			ancestral
Fabaceae	Pictetia_aculeata	5358205	178		arbuscular	
Fabaceae	Prosopis_articulata	5358550	179		arbuscular	
Fabaceae	Oxytropis_mertensiana	5361127	191		neither	
Fabaceae	Cryptosepalum_tetraphyllum	2956480	205		ecto	
